gnb_id,name,sector_id,x_m,y_m,z_m,height_m,distance_from_track_m,antenna_type,tx_power_dBm,frequency_GHz,band,azimuth_deg,mechanical_downtilt_deg,electrical_downtilt_deg,total_downtilt_deg,hpbw_horizontal_deg,hpbw_vertical_deg,antenna_gain_dBi,bandwidth_MHz,direction,a3_offset_db,hysteresis_db,ttt_ms,a2_threshold_dbm,a2_ttt_ms,a5_threshold1_dbm,a5_threshold2_dbm,a5_ttt_ms,b1_threshold_dbm,b1_ttt_ms,b1_offset_db,b2_threshold1_dbm,b2_threshold2_dbm,b2_ttt_ms,b2_offset_db,n310,n311,t310_ms,t304_ms,t311_ms,ho_optimize_target,pci,pci_v2,is_hsr_cell,a3_report_interval_ms
132,ru_132_3,3,1266.1670620689308,-1230.9547899841323,4.0,2.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,230.92,11.04,2.9,15.88,74.03,5.96,21.67,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,112,,0,240
133,ru_133_1,1,1269.85148489601,-1229.6258988073696,4.0,2.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,352.87,13.16,5.17,17.39,64.4,7.42,21.04,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,902,,0,240
133,ru_133_2,2,1269.85148489601,-1229.6258988073696,4.0,2.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,121.5,4.92,15.47,9.32,56.18,1.0,16.96,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,902,,0,240
133,ru_133_3,3,1269.85148489601,-1229.6258988073696,4.0,2.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,237.99,6.69,15.86,24.99,62.8,1.0,15.21,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,902,,0,240
134,ru_134_1,1,-4559.61296483504,1189.7660115712222,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,98.07,-3.01,-0.88,5.04,60.82,5.21,11.66,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,375,,0,240
134,ru_134_2,2,-4559.61296483504,1189.7660115712222,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,181.41,2.06,0.18,-1.26,64.02,3.13,13.34,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,375,,0,240
134,ru_134_3,3,-4559.61296483504,1189.7660115712222,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,275.14,10.53,1.56,9.97,74.44,6.84,6.82,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,375,,0,240
135,ru_135_1,1,3181.896224357478,4029.745453148993,8.0,6.0,,2T2R LTE Sector Antenna,46.0,1.8,n3,46.92,2.83,-2.38,1.87,74.33,9.96,21.25,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,922,,0,240
135,ru_135_2,2,3181.896224357478,4029.745453148993,8.0,6.0,,2T2R LTE Sector Antenna,46.0,1.8,n3,197.54,12.64,-2.56,17.99,66.11,12.55,19.4,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,922,,0,240
135,ru_135_3,3,3181.896224357478,4029.745453148993,8.0,6.0,,2T2R LTE Sector Antenna,46.0,1.8,n3,357.07,-1.09,2.7,16.59,69.58,2.15,8.89,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,922,,0,240
136,ru_136_1,1,4556.762110611003,-2299.077212779634,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,52.31,7.94,28.34,40.1,55.48,12.81,18.29,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,935,,0,240
136,ru_136_2,2,4556.762110611003,-2299.077212779634,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,188.29,1.68,21.55,28.33,66.57,16.35,5.68,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,935,,0,240
136,ru_136_3,3,4556.762110611003,-2299.077212779634,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,265.05,9.73,30.42,43.87,67.35,1.0,13.39,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,935,,0,240
137,ru_137_1,1,-4351.59613695017,3711.8337987356012,27.0,25.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,182.29,17.73,-0.53,5.65,71.81,13.18,18.12,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,638,,0,240
137,ru_137_2,2,-4351.59613695017,3711.8337987356012,27.0,25.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,293.54,17.57,9.04,12.65,63.63,1.0,20.79,30,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,638,,1,120
137,ru_137_3,3,-4351.59613695017,3711.8337987356012,27.0,25.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,342.5,20.24,7.04,8.44,63.39,1.0,19.78,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,638,,0,240
138,ru_138_1,1,-4355.770141737869,3710.723354172265,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,181.52,4.84,2.84,16.33,72.05,6.22,11.94,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,943,,0,240
138,ru_138_2,2,-4355.770141737869,3710.723354172265,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,287.81,13.71,0.47,14.12,57.73,16.32,21.44,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,943,,0,240
138,ru_138_3,3,-4355.770141737869,3710.723354172265,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,353.73,10.88,-7.74,11.95,74.14,14.56,11.34,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,943,,0,240
139,ru_139_1,1,5240.843383854029,-193.80594625497326,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,117.21,7.12,5.89,4.79,69.03,5.33,12.0,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,809,,0,240
139,ru_139_2,2,5240.843383854029,-193.80594625497326,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,305.06,0.83,11.66,17.86,72.37,1.0,4.97,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,809,,0,240
140,ru_140_1,1,5079.024746322601,4339.188279685904,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,199.11,3.84,39.32,43.87,72.54,4.88,7.94,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,103,,0,240
140,ru_140_2,2,5079.024746322601,4339.188279685904,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,295.7,8.17,38.59,28.38,62.93,12.09,14.54,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,103,,0,240
141,ru_141_1,1,5079.245755754797,4344.473908626826,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,200.69,-2.71,34.77,44.91,73.51,1.0,15.28,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,853,,0,240
141,ru_141_2,2,5079.245755754797,4344.473908626826,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,302.09,6.78,26.89,36.36,69.42,6.21,20.91,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,853,,0,240
142,ru_142_1,1,5396.96241990987,833.0785753621394,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,83.0,19.7,23.63,38.49,67.51,1.0,17.33,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,809,,0,240
142,ru_142_2,2,5396.96241990987,833.0785753621394,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,301.83,12.53,24.45,41.73,57.6,10.34,5.71,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,809,,0,240
143,ru_143_1,1,5402.34332983079,824.1281785131324,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,83.37,8.53,27.89,33.3,65.0,8.59,21.67,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,897,,0,240
143,ru_143_2,2,5402.34332983079,824.1281785131324,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,309.36,6.13,22.32,42.21,66.23,12.77,3.27,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,897,,0,240
144,ru_144_1,1,1889.6534585349673,-1281.6242967002534,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,50.63,9.28,26.11,42.02,57.98,2.1,13.62,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,483,,0,240
144,ru_144_2,2,1889.6534585349673,-1281.6242967002534,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,234.11,7.89,39.45,40.33,61.7,6.73,15.51,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,483,,0,240
145,ru_145_1,1,1884.1854936555299,-1272.6024534988937,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,40.85,13.88,34.92,30.64,64.58,1.0,15.27,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,716,,0,240
145,ru_145_2,2,1884.1854936555299,-1272.6024534988937,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,234.29,14.81,34.07,44.81,59.41,10.77,6.82,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,716,,0,240
146,ru_146_1,1,1788.7315950200382,-966.7409157318432,27.0,25.0,,2T2R LTE Sector Antenna,44.45,0.9,n8,266.37,13.95,23.16,39.82,59.95,5.12,5.87,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,528,,0,240
147,ru_147_1,1,1793.2570812645213,-964.867033810509,27.0,25.0,,2T2R LTE Sector Antenna,48.81,1.8,n3,1.47,15.16,30.13,33.38,63.0,1.0,3.27,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,604,,0,240
148,ru_148_1,1,2967.900775950462,-4034.514947199212,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,48.27,11.8,29.83,42.69,57.66,3.56,5.47,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,388,,1,120
148,ru_148_2,2,2967.900775950462,-4034.514947199212,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,184.23,8.51,38.51,36.42,61.2,15.29,16.34,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,388,,1,120
148,ru_148_3,3,2967.900775950462,-4034.514947199212,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,278.82,-0.99,33.4,24.41,62.98,1.0,10.96,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,388,,1,120
149,ru_149_1,1,4518.391284737644,416.3291699258434,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,2.6,3.55,-3.97,0.69,60.09,7.81,9.21,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,561,,0,240
149,ru_149_2,2,4518.391284737644,416.3291699258434,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,121.07,-0.18,-4.82,7.27,59.44,1.0,4.74,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,561,,0,240
149,ru_149_3,3,4518.391284737644,416.3291699258434,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,235.93,-6.46,-7.86,4.98,63.42,16.06,23.54,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,561,,0,240
150,ru_150_1,1,2407.5119977005015,-2952.6421039629986,3.0,1.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,9.38,6.59,5.98,7.63,68.32,1.0,20.57,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,157,,0,240
150,ru_150_2,2,2407.5119977005015,-2952.6421039629986,3.0,1.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,167.99,-3.16,8.55,15.95,56.17,1.0,8.59,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,157,,0,240
150,ru_150_3,3,2407.5119977005015,-2952.6421039629986,3.0,1.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,303.79,7.71,3.98,9.43,61.6,1.0,5.14,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,157,,0,240
151,ru_151_1,1,3653.573906727481,-5083.130246719965,32.0,30.0,,2T2R LTE Sector Antenna,41.41,2.1,n1,352.69,5.75,38.77,28.2,60.67,16.35,4.56,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,516,,1,120
151,ru_151_2,2,3653.573906727481,-5083.130246719965,32.0,30.0,,2T2R LTE Sector Antenna,41.41,2.1,n1,102.72,-3.57,35.04,27.75,66.75,4.09,8.03,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,516,,1,120
152,ru_152_1,1,3638.5111239972694,-5096.79364490835,32.0,30.0,,2T2R LTE Sector Antenna,40.52,0.9,n8,350.41,0.43,6.99,15.95,56.92,13.41,12.37,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,400,,1,120
152,ru_152_2,2,3638.5111239972694,-5096.79364490835,32.0,30.0,,2T2R LTE Sector Antenna,40.52,0.9,n8,93.67,3.93,3.92,4.22,57.42,1.0,19.64,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,400,,1,120
153,ru_153_1,1,3641.7917933874714,-5097.022096708896,32.0,30.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,3.4,-0.02,33.14,36.78,73.83,2.26,18.87,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,786,,1,120
153,ru_153_2,2,3641.7917933874714,-5097.022096708896,32.0,30.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,106.16,13.62,33.82,29.95,65.96,13.63,22.7,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,786,,1,120
154,ru_154_1,1,4498.700016484662,1291.1087691604337,27.0,25.0,,2T2R LTE Sector Antenna,43.88,1.8,n3,20.34,14.02,7.71,4.41,66.91,5.7,5.28,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,804,,0,240
155,ru_155_1,1,2922.893275511769,17.393823345978355,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,3.67,12.08,26.28,46.5,58.22,1.0,9.51,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,594,,0,240
155,ru_155_2,2,2922.893275511769,17.393823345978355,27.0,25.0,,2T2R LTE Sector Antenna,45.8,1.8,n3,85.08,24.35,28.06,40.29,55.33,12.01,12.7,45,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,594,,0,240
156,ru_156_1,1,2919.699384073836,16.936315618468246,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,9.76,18.55,24.71,40.2,56.69,12.97,21.73,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
156,ru_156_2,2,2919.699384073836,16.936315618468246,27.0,25.0,,2T2R LTE Sector Antenna,41.44,0.9,n8,92.02,26.67,22.76,41.77,55.87,11.46,18.01,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
157,ru_157_1,1,5614.610632138078,-3271.6306367740763,27.0,25.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,168.2,13.74,26.18,39.52,62.27,2.92,23.57,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,207,,0,240
157,ru_157_2,2,5614.610632138078,-3271.6306367740763,27.0,25.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,358.73,5.01,25.2,30.53,59.85,14.41,17.61,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,207,,0,240
158,ru_158_1,1,4883.9968022467765,-153.8862349660627,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,354.77,5.68,-4.33,1.84,74.2,1.0,15.0,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,809,,0,240
158,ru_158_2,2,4883.9968022467765,-153.8862349660627,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,129.4,0.34,-0.41,5.39,55.84,11.68,18.14,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,809,,0,240
158,ru_158_3,3,4883.9968022467765,-153.8862349660627,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,231.62,6.31,-2.33,3.21,55.03,9.69,17.52,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,809,,0,240
159,ru_159_1,1,3600.5869213010455,-1814.797951271845,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,47.75,39.82,34.65,67.88,56.67,6.47,7.11,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,400,,0,240
159,ru_159_2,2,3600.5869213010455,-1814.797951271845,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,155.13,26.65,25.15,65.61,55.16,6.13,15.16,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,400,,0,240
160,ru_160_1,1,5736.581884981243,1935.8981725310216,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,351.88,-6.41,4.3,10.61,64.75,10.06,12.73,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,887,,0,240
160,ru_160_2,2,5736.581884981243,1935.8981725310216,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,121.39,12.42,7.8,-0.92,63.04,13.46,7.05,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,887,,0,240
160,ru_160_3,3,5736.581884981243,1935.8981725310216,4.0,2.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,234.25,-6.46,-0.0,12.72,61.11,10.29,14.66,10,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,887,,0,240
161,ru_161_1,1,5683.554838860369,1922.6589554452532,4.0,2.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,5.73,5.75,36.13,41.04,42.25,16.19,28.56,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,804,,1,120
161,ru_161_2,2,5683.554838860369,1922.6589554452532,4.0,2.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,139.23,3.6,21.55,35.19,37.93,14.32,13.78,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,804,,1,120
162,ru_162_1,1,3268.5723213195974,3492.4274757354215,8.0,6.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,25.4,2.08,25.23,40.05,58.81,13.31,15.5,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,926,,1,120
162,ru_162_2,2,3268.5723213195974,3492.4274757354215,8.0,6.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,120.24,12.59,21.74,27.64,56.89,15.98,18.05,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,926,,1,120
162,ru_162_3,3,3268.5723213195974,3492.4274757354215,8.0,6.0,,2T2R LTE Sector Antenna,39.68,0.9,n8,273.84,-5.6,29.87,41.46,72.7,1.0,13.65,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,926,,1,120
163,ru_163_1,1,3245.642644410005,3485.9782883439466,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,32.73,-1.23,27.58,27.85,72.03,12.1,19.57,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,306,,0,240
163,ru_163_2,2,3245.642644410005,3485.9782883439466,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,136.1,10.58,29.65,39.9,56.51,7.95,18.73,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,306,,0,240
163,ru_163_3,3,3245.642644410005,3485.9782883439466,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,267.66,-7.86,24.62,22.68,71.8,15.95,21.02,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,306,,0,240
164,ru_164_1,1,-20.89120315321261,-481.57763895028415,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,148.3,-1.75,-6.3,11.38,67.17,2.81,9.64,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,228,,1,120
164,ru_164_2,2,-20.89120315321261,-481.57763895028415,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,230.47,-3.62,8.19,7.46,70.59,10.92,20.16,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,228,,1,120
164,ru_164_3,3,-20.89120315321261,-481.57763895028415,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,338.38,1.41,11.76,4.07,69.51,8.89,10.64,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,228,,1,120
165,ru_165_1,1,-14.805077337864045,-463.85997703769226,27.0,25.0,,2T2R LTE Sector Antenna,39.65,2.1,n1,145.29,7.73,-3.18,1.39,61.39,4.33,21.8,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,483,,1,120
165,ru_165_2,2,-14.805077337864045,-463.85997703769226,27.0,25.0,,2T2R LTE Sector Antenna,39.65,2.1,n1,232.05,12.05,7.77,5.47,72.13,12.63,4.22,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,483,,1,120
165,ru_165_3,3,-14.805077337864045,-463.85997703769226,27.0,25.0,,2T2R LTE Sector Antenna,39.65,2.1,n1,339.74,-2.12,0.02,1.81,55.85,13.61,18.25,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,483,,1,120
166,ru_166_1,1,-21.36409991493605,-471.3333975912296,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,131.8,-6.74,7.83,3.23,73.71,11.76,20.82,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,291,,1,120
166,ru_166_2,2,-21.36409991493605,-471.3333975912296,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,245.02,7.84,5.03,15.84,56.04,10.31,23.57,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,291,,1,120
166,ru_166_3,3,-21.36409991493605,-471.3333975912296,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,324.89,11.19,8.11,3.36,68.3,1.0,11.2,20,,2.0,0.0,25,,,,,,,,,,,,,,,,,,,291,,1,120
167,ru_167_1,1,-2172.539962362211,-5589.601873580388,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,43.82,-7.71,39.8,39.42,64.39,6.38,24.52,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,272,,0,240
167,ru_167_2,2,-2172.539962362211,-5589.601873580388,18.0,16.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,246.74,4.28,25.64,30.95,67.72,10.83,22.15,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,272,,0,240
168,ru_168_1,1,-2143.6456656587875,4156.333801813978,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,42.36,5.87,37.59,41.32,73.61,12.1,22.49,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,291,,0,240
168,ru_168_2,2,-2143.6456656587875,4156.333801813978,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,146.49,4.1,24.11,37.19,69.52,15.1,26.11,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,291,,0,240
168,ru_168_3,3,-2143.6456656587875,4156.333801813978,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,317.9,4.54,35.9,39.19,64.95,1.0,19.84,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,291,,0,240
169,ru_169_1,1,-5559.656644153241,2126.02049339343,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,19.55,1.58,-6.84,10.47,68.75,4.84,15.32,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,604,,0,240
169,ru_169_2,2,-5559.656644153241,2126.02049339343,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,73.06,13.88,-5.99,8.39,62.37,14.19,20.33,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,604,,0,240
169,ru_169_3,3,-5559.656644153241,2126.02049339343,5.0,3.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,261.74,0.42,-1.4,13.76,57.85,6.57,18.54,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,604,,0,240
170,ru_170_1,1,2413.7334137752177,3149.42288227269,9.0,7.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,354.46,10.91,24.15,35.33,57.72,1.0,8.64,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
170,ru_170_2,2,2413.7334137752177,3149.42288227269,9.0,7.0,,2T2R LTE Sector Antenna,40.87,1.8,n3,212.12,11.03,36.14,38.64,60.36,1.0,27.37,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
171,ru_171_1,1,-1047.5873528295965,-2214.413312047338,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,87.14,14.63,20.75,41.5,73.03,10.06,26.39,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,203,,0,240
171,ru_171_2,2,-1047.5873528295965,-2214.413312047338,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,185.53,5.74,26.92,37.2,63.7,1.0,8.54,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,203,,0,240
171,ru_171_3,3,-1047.5873528295965,-2214.413312047338,27.0,25.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,269.06,16.94,31.43,33.71,68.79,5.89,25.99,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,203,,0,240
172,ru_172_1,1,-2434.966518428989,-3759.3669953389117,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,11.97,-2.71,36.01,29.46,61.76,5.5,16.36,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,403,,0,240
172,ru_172_2,2,-2434.966518428989,-3759.3669953389117,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,177.05,2.83,39.51,39.7,71.57,4.62,13.35,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,403,,0,240
172,ru_172_3,3,-2434.966518428989,-3759.3669953389117,8.0,6.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,259.67,3.1,30.73,28.18,67.63,5.52,26.85,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,403,,0,240
173,ru_173_1,1,2987.768993740543,-3079.910303762216,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,43.96,-4.2,-3.15,1.8,60.0,8.96,19.84,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
173,ru_173_2,2,2987.768993740543,-3079.910303762216,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,192.83,12.73,-2.42,15.53,56.06,11.8,18.17,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
173,ru_173_3,3,2987.768993740543,-3079.910303762216,18.0,16.0,,2T2R LTE Sector Antenna,39.11,1.8,n3,273.61,-3.38,5.22,9.51,70.5,14.49,14.09,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
174,ru_174_1,1,4880.424921913746,-659.281323389841,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,104.96,29.59,22.95,56.73,58.57,7.1,21.9,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
174,ru_174_2,2,4880.424921913746,-659.281323389841,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,200.72,21.72,36.93,63.88,70.24,15.84,17.08,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
174,ru_174_3,3,4880.424921913746,-659.281323389841,27.0,25.0,,2T2R LTE Sector Antenna,38.76,0.9,n8,290.6,25.62,36.85,58.88,57.84,1.0,13.52,20,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,363,,0,240
175,ru_175_1,1,4871.086008469312,-656.5680235974716,27.0,25.0,,2T2R LTE Sector Antenna,39.97,1.8,n3,105.39,9.6,7.49,-2.7,71.17,1.0,15.94,30,,3.0,0.0,100,,,,,,,,,,,,,,,,,,,483,,0,240
